publication_number,citation_publication_number
US-2023246647-A1,US-11606093-B2
US-2023247024-A1,US-2008034073-A1
US-2023247024-A1,US-8060927-B2
US-2023247024-A1,US-2015089625-A1
US-2023247024-A1,US-2016335259-A1
US-2023247024-A1,US-2018019968-A1
US-2023247024-A1,US-2019052467-A1
US-2023247024-A1,US-2019253438-A1
US-2023247024-A1,US-10659335-B1
US-2023247024-A1,US-10965716-B2
US-2023247357-A1,US-7571014-B1
US-2023247357-A1,US-2011169755-A1
US-2023247357-A1,US-2013191749-A1
US-2023247357-A1,US-2013243199-A1
US-2023247357-A1,US-2017006386-A1
US-2023247357-A1,US-2020314569-A1
US-2023247357-A1,US-2021067865-A1
US-2023247357-A1,US-2021195335-A1
US-2023247357-A1,US-2022038111-A1
US-2023248135-A1,US-3065821-A
US-2023248135-A1,US-3347429-A
US-2023248135-A1,US-4049164-A
US-2023248135-A1,US-4858364-A
US-2023248135-A1,US-5265780-A
US-2023248135-A1,US-5360384-A
US-2023248135-A1,US-5413262-A
US-2023248135-A1,US-5433697-A
US-2023248135-A1,US-5690609-A
US-2023248135-A1,US-5904282-A
US-2023248135-A1,US-5927574-A
US-2023248135-A1,US-2005192159-A1
US-2023248135-A1,US-2008296327-A1
US-2023248135-A1,US-2011259934-A1
US-2023248135-A1,US-D713049-S
US-2023248135-A1,US-2014310921-A1
US-2023248135-A1,US-8920353-B2
US-2023249023-A1,US-2919134-A
US-2023249023-A1,US-3424422-A
US-2023249023-A1,US-3593708-A
US-2023249023-A1,US-4060244-A
US-2023249023-A1,US-4911572-A
US-2023249023-A1,US-5588942-A
US-2023249023-A1,US-5871424-A
US-2023249023-A1,US-5997494-A
US-2023249023-A1,US-2003216220-A1
US-2023249023-A1,US-2009111661-A1
US-2023249023-A1,US-7540831-B2
US-2023249023-A1,US-7566292-B1
US-2023249023-A1,US-2010292058-A1
US-2023249023-A1,US-8007413-B1
US-2023249023-A1,US-2011215120-A1
US-2023249023-A1,US-2014128227-A1
US-2023249023-A1,US-2015057133-A1
US-2023249023-A1,US-2016263461-A1
US-2023249023-A1,US-9504867-B2
US-2023249023-A1,US-2017348555-A1
US-2023249023-A1,US-9839827-B1
US-2023249023-A1,US-2019143164-A1
US-2023249023-A1,US-10695609-B2
US-2023249023-A1,US-10695601-B2
US-2023249023-A1,US-2021046358-A1
US-2023253642-A1,US-2012256569-A1
US-2023256969-A1,US-3304539-A
US-2023256969-A1,US-6115652-A
US-2023256969-A1,CN-104464317-A
US-2023256969-A1,US-2016375906-A1
US-2023256969-A1,US-2017369055-A1
US-2023256969-A1,US-10293819-B1
US-2023256969-A1,US-2019318492-A1
US-2023256969-A1,CN-111243296-A
US-2023256969-A1,US-2020327812-A1
US-2023256969-A1,
US-2023257695-A1,US-10000579-B2
US-2023257695-A1,
US-2023259834-A1,US-2011087506-A1
US-2023259834-A1,WO-2011061711-A1
US-2023259834-A1,US-2013262159-A1
US-2023259834-A1,US-2014195277-A1
US-2023259834-A1,US-2014257879-A1
US-2023259834-A1,US-2017293866-A1
US-2023259934-A1,US-2006229896-A1
US-2023259934-A1,US-2011137946-A1
US-2023259934-A1,US-2019129701-A1
US-2023259934-A1,US-2019129712-A1
US-2023259934-A1,WO-2019087008-A1
US-2023259934-A1,US-2020004564-A1
US-2023259934-A1,US-2020302396-A1
US-2023259934-A1,US-2020402156-A1
US-2023259934-A1,US-10949432-B1
US-2023259934-A1,US-2021133894-A1
US-2023259934-A1,US-2022092056-A1
US-2023259934-A1,US-11488110-B2
US-2023259934-A1,US-2022414709-A1
US-2023259934-A1,US-2023186308-A1
US-2023259934-A1,
US-2023261001-A1,US-2009051639-A1
US-2023261496-A1,US-5847551-A
US-2023261496-A1,US-2014176095-A1
US-2023261496-A1,US-2016006272-A1
US-2023261496-A1,US-2016059730-A1
US-2023262040-A1,US-6032258-A
US-2023262040-A1,US-2007143407-A1
US-2023262040-A1,US-2013324085-A1
US-2023262040-A1,US-2014006778-A1
US-2023263428-A1,US-2015045700-A1
US-2023263428-A1,US-2019117128-A1
US-2023263626-A1,US-2011313515-A1
US-2023263626-A1,US-2014031928-A1
US-2023263626-A1,US-2014214159-A1
US-2023263626-A1,US-2020352718-A1
US-2023263626-A1,US-2021169645-A1
US-2023263980-A1,US-2013023729-A1
US-2023263980-A1,US-2014053830-A1
US-2023263980-A1,US-8955518-B2
US-2023263980-A1,US-2017196478-A1
US-2023264163-A1,US-2016033470-A1
US-2023264163-A1,
US-2023264334-A1,US-6116352-A
US-2023264334-A1,US-9527199-B2
US-2023264334-A1,US-9969072-B2
US-2023264446-A1,
US-2023265294-A1,US-2004241427-A1
US-2023265294-A1,US-2017051156-A1
US-2023266796-A1,US-2007085837-A1
US-2023266796-A1,US-2012098782-A1
US-2023266796-A1,US-2012162099-A1
US-2023266796-A1,US-2015018045-A1
US-2023266796-A1,US-2016172428-A1
US-2023266796-A1,US-2016320803-A1
US-2023268243-A1,US-5131963-A
US-2023268243-A1,US-5474808-A
US-2023268243-A1,US-5955781-A
US-2023268243-A1,US-7244963-B2
US-2023268243-A1,US-7846767-B1
US-2023268243-A1,US-2015056763-A1
US-2023268243-A1,US-9685513-B2
US-2023268243-A1,US-9711534-B2
US-2023268243-A1,US-9728483-B2
US-2023268243-A1,US-2022148941-A1
US-2023268243-A1,US-11482464-B2
US-2023268243-A1,US-12176221-B2
US-2023268938-A1,US-6690652-B1
US-2023268938-A1,US-2007064735-A1
US-2023268938-A1,US-2008139133-A1
US-2023268938-A1,US-2009005060-A1
US-2023268938-A1,US-2010329229-A1
US-2023268938-A1,US-2011007844-A1
US-2023268938-A1,US-2013077661-A1
US-2023268938-A1,US-2017237673-A1
US-2023268938-A1,US-2021167889-A1
US-2023268938-A1,US-2021176657-A1
US-2023268938-A1,US-2024080127-A1
US-2023269146-A1,US-2015295800-A1
US-2023269146-A1,US-2016366142-A1
US-2023269146-A1,US-2018191718-A1
US-2023269146-A1,
US-2023269736-A1,WO-2018070645-A1
US-2023269736-A1,US-2023130003-A1
US-2023271398-A1,US-11679576-B2
US-2023273460-A1,US-2017001032-A1
US-2023273460-A1,US-2018017814-A1
US-2023273460-A1,US-2020026082-A1
US-2023273460-A1,US-2020089023-A1
US-2023273460-A1,US-2021389607-A1
US-2023273460-A1,US-11281022-B2
US-2023276313-A1,US-2019281518-A1
US-2023276313-A1,US-2019387444-A1
US-2023276313-A1,US-2023337321-A1
US-2023276313-A1,US-2023370987-A1
US-2023276313-A1,US-2024064592-A1
US-2023276313-A1,
US-2023279215-A1,US-5824751-A
US-2023279215-A1,US-2023265232-A1
US-2023280312-A1,US-5009104-A
US-2023280312-A1,US-11650183-B2
US-2023281258-A1,US-2009089312-A1
US-2023281258-A1,US-2013232430-A1
US-2023281258-A1,US-2015287403-A1
US-2023281258-A1,US-2016092428-A1
US-2023281258-A1,US-2017287000-A1
US-2023281258-A1,US-2018196784-A1
US-2023281258-A1,US-2018205681-A1
US-2023282554-A1,US-2007052379-A1
US-2023282554-A1,US-2017053855-A1
US-2023282554-A1,US-9754864-B1
US-2023282554-A1,US-2017372987-A1
US-2023282554-A1,US-2019295939-A1
US-2023282554-A1,US-2020388580-A1
US-2023282699-A1,US-2020035563-A1
US-2023282699-A1,US-2020135576-A1
US-2023282699-A1,US-2021126099-A1
US-2023284164-A1,US-2016259062-A1
US-2023284164-A1,US-2017353938-A1
US-2023284164-A1,WO-2019120558-A1
US-2023284164-A1,US-2023208585-A1
US-2023285111-A1,US-2019122047-A1
US-2023285111-A1,US-12249144-B2
US-2023285486-A1,US-2006264510-A1
US-2023287114-A1,
US-2023288958-A1,US-2016337737-A1
US-2023288958-A1,US-2017161868-A1
US-2023288958-A1,US-2019261519-A1
US-2023288958-A1,US-2019326718-A1
US-2023288958-A1,US-2020402434-A1
US-2023292031-A1,US-2016029114-A1
US-2023296476-A1,US-7573021-B2
US-2023296476-A1,US-7576840-B2
US-2023296476-A1,US-10363101-B2
US-2023296476-A1,US-10935399-B1
US-2023296476-A1,US-11022717-B2
US-2023296476-A1,US-11193751-B2
US-2023297666-A1,US-2011282941-A1
US-2023297666-A1,US-2017286278-A1
US-2023297666-A1,US-10341345-B1
US-2023297666-A1,US-2022014923-A1
US-2023297666-A1,US-2022066809-A1
US-2023297666-A1,US-2023026671-A1
US-2023297666-A1,US-2023106581-A1
US-2023298540-A1,US-2010134810-A1
US-2023298540-A1,US-7855743-B2
US-2023298540-A1,US-2014233070-A1
US-2023298540-A1,US-9043713-B2
US-2023298540-A1,US-2016189592-A1
US-2023298540-A1,US-2020098146-A1
US-2023298540-A1,US-12076454-B2
US-2023303571-A1,US-6211360-B1
US-2023303571-A1,US-6780871-B2
US-2023303571-A1,US-9592239-B2
US-2023303571-A1,US-11680066-B2
US-2023303571-A1,
US-2023307473-A1,WO-2017212977-A1
US-2023307473-A1,WO-2018191539-A1
US-2023307473-A1,US-2019086540-A1
US-2023307473-A1,US-2019094342-A1
US-2023307473-A1,US-2019157323-A1
US-2023307473-A1,US-2020191565-A1
US-2023307473-A1,US-2020357930-A1
US-2023307473-A1,US-2021190917-A1
US-2023307473-A1,US-2021225907-A1
US-2023307473-A1,US-2021273008-A1
US-2023312130-A1,DE-102006060781-A1
US-2023312331-A1,US-3905516-A
US-2023312331-A1,US-6945288-B1
US-2023312331-A1,US-7681607-B2
US-2023312331-A1,US-8109300-B2
US-2023312331-A1,US-2013025694-A1
US-2023312744-A1,WO-2012080509-A1
US-2023312744-A1,
US-2023313296-A1,
US-2023315609-A1,US-2004199904-A1
US-2023315609-A1,US-2011219454-A1
US-2023315609-A1,US-2014032106-A1
US-2023315609-A1,US-8966453-B1
US-2023315609-A1,US-2016178377-A1
US-2023315609-A1,US-2017185400-A1
US-2023315609-A1,US-2020036895-A1
US-2023320183-A1,US-6329304-B1
US-2023320183-A1,US-2003193672-A1
US-2023320183-A1,US-6843201-B2
US-2023320183-A1,US-7022627-B2
US-2023320183-A1,US-7217670-B2
US-2023320183-A1,US-7410355-B2
US-2023320183-A1,US-7427329-B2
US-2023320183-A1,US-2008233669-A1
US-2023320183-A1,US-2011070370-A1
US-2023320183-A1,US-8119204-B2
US-2023320183-A1,US-8252378-B2
US-2023320183-A1,US-8313603-B2
US-2023320183-A1,US-2013178004-A1
US-2023320183-A1,US-2013247816-A1
US-2023320183-A1,US-8734914-B2
US-2023320183-A1,US-8920562-B2
US-2023320183-A1,US-8926806-B2
US-2023320183-A1,US-10522374-B2
US-2023320183-A1,US-10854485-B2
US-2023320183-A1,US-11004707-B1
US-2023320183-A1,US-11270881-B2
US-2023320183-A1,US-11856833-B2
US-2023320546-A1,US-2007089610-A1
US-2023320546-A1,US-7322071-B2
US-2023320546-A1,US-2019082907-A1
US-2023324576-A1,US-2020348432-A1
US-2023324576-A1,US-2021350052-A1
US-2023324576-A1,US-2022113439-A1
US-2023324576-A1,WO-2023183362-A1
US-2023324576-A1,
US-2023325870-A1,US-2005021478-A1
US-2023325870-A1,US-2008010191-A1
US-2023329207-A1,US-2156740-A
US-2023329207-A1,US-3091364-A
US-2023329207-A1,US-3130852-A
US-2023329207-A1,US-3199245-A
US-2023329207-A1,US-5586406-A
US-2023329207-A1,US-6193902-B1
US-2023329207-A1,US-2001013588-A1
US-2023329207-A1,US-6651377-B1
US-2023329207-A1,US-2004172875-A1
US-2023329207-A1,US-6877269-B2
US-2023329207-A1,US-2008190010-A1
US-2023329207-A1,US-2011119986-A1
US-2023329207-A1,US-8327576-B2
US-2023329207-A1,US-2014083881-A1
US-2023329207-A1,US-2016015017-A1
US-2023329207-A1,US-2016143261-A1
US-2023329207-A1,US-2017362017-A1
US-2023329207-A1,US-9883665-B2
US-2023329207-A1,US-2018042209-A1
US-2023329207-A1,US-2019059348-A1
US-2023329207-A1,US-10299468-B2
US-2023329207-A1,US-2020045950-A1
US-2023329207-A1,US-2020352150-A1
US-2023329207-A1,US-2021153488-A1
US-2023329207-A1,US-11206822-B2
US-2023329207-A1,US-11634270-B2
US-2023330512-A1,US-2634132-A
US-2023330512-A1,US-3437337-A
US-2023330512-A1,US-3481606-A
US-2023330512-A1,US-3861686-A
US-2023330512-A1,US-3889954-A
US-2023330512-A1,US-3984106-A
US-2023330512-A1,US-4350339-A
US-2023330512-A1,US-4508351-A
US-2023330512-A1,US-4684135-A
US-2023330512-A1,US-4746126-A
US-2023330512-A1,US-5048842-A
US-2023330512-A1,US-5356151-A
US-2023330512-A1,US-5570887-A
US-2023330512-A1,US-5654050-A
US-2023330512-A1,US-5769423-A
US-2023330512-A1,US-5951297-A
US-2023330512-A1,US-6328308-B1
US-2023330512-A1,US-6685353-B2
US-2023330512-A1,US-2005167920-A1
US-2023330512-A1,US-2008012228-A1
US-2023330512-A1,US-2008179829-A1
US-2023330512-A1,US-2009206549-A1
US-2023330512-A1,US-8702102-B1
US-2023330512-A1,US-2016045816-A1
US-2023333232-A1,US-2010066586-A1
US-2023333232-A1,US-2011291875-A1
US-2023333232-A1,US-2016033622-A1
US-2023333232-A1,US-2019041492-A1
US-2023333232-A1,US-2020124699-A1
US-2023333232-A1,US-2021373127-A1
US-2023333232-A1,
US-2023335687-A1,US-2002079837-A1
US-2023335687-A1,US-2016293810-A1
US-2023335687-A1,US-2016348876-A1
US-2023335687-A1,US-2016351766-A1
US-2023335687-A1,US-2017054061-A1
US-2023335687-A1,US-2017084587-A1
US-2023335687-A1,US-2017179344-A1
US-2023336248-A1,US-2009060511-A1
US-2023336248-A1,US-2016373133-A1
US-2023336248-A1,US-2016380698-A1
US-2023336248-A1,WO-2020180472-A1
US-2023336248-A1,US-2022286208-A1
US-2023336248-A1,US-2023216587-A1
US-2023336248-A1,US-2025184029-A1
US-2023336526-A1,US-2016373405-A1
US-2023338780-A1,US-2016107037-A1
US-2023339224-A1,US-10601071-B2
US-2023339224-A1,US-2020280063-A1
US-2023339624-A1,WO-2017008865-A1
US-2023340561-A1,JP-2011120599-A
US-2023340561-A1,JP-2019176802-A
US-2023340561-A1,
US-2023340835-A1,US-1298072-A
US-2023340835-A1,US-3290014-A
US-2023340835-A1,US-4912863-A
US-2023340835-A1,US-5716041-A
US-2023340835-A1,US-5868382-A
US-2023340835-A1,US-6464209-B2
US-2023340835-A1,US-6561493-B1
US-2023340835-A1,US-2003217515-A1
US-2023340835-A1,US-2004067101-A1
US-2023340835-A1,US-2005063770-A1
US-2023340835-A1,US-7114706-B1
US-2023340835-A1,US-2009315009-A1
US-2023340835-A1,US-2010237310-A1
US-2023340835-A1,US-7895713-B2
US-2023340835-A1,US-2016108668-A1
US-2023340835-A1,US-9512674-B2
US-2023340835-A1,US-2016362934-A1
US-2023340835-A1,US-2016376822-A1
US-2023340835-A1,US-2017218692-A1
US-2023340835-A1,US-2019338588-A1
US-2023340835-A1,US-10697236-B2
US-2023340835-A1,US-10947782-B2
US-2023340835-A1,US-11066874-B1
US-2023340835-A1,US-11629553-B2
US-2023341044-A1,US-5372213-A
US-2023341044-A1,US-5415603-A
US-2023341044-A1,US-5443130-A
US-2023341044-A1,US-5718302-A
US-2023341044-A1,US-2006213477-A1
US-2023341044-A1,US-2006231339-A1
US-2023341044-A1,US-2007265129-A1
US-2023341044-A1,US-2008135339-A1
US-2023341044-A1,US-2009127954-A1
US-2023341044-A1,US-2009318255-A1
US-2023341044-A1,US-7980343-B2
US-2023341044-A1,US-2013019707-A1
US-2023341044-A1,US-2013125995-A1
US-2023341044-A1,US-2013192400-A1
US-2023341044-A1,US-2013192949-A1
US-2023341044-A1,US-2013270038-A1
US-2023341044-A1,US-2013305878-A1
US-2023341044-A1,US-2013313048-A1
US-2023341044-A1,US-2014174856-A1
US-2023341044-A1,US-2014179477-A1
US-2023341044-A1,US-8810418-B2
US-2023341044-A1,US-2014234124-A1
US-2023341044-A1,US-2014262675-A1
US-2023341044-A1,US-8840511-B2
US-2023341044-A1,US-2014326105-A1
US-2023341044-A1,US-8905885-B2
US-2023341044-A1,US-2015051768-A1
US-2023341044-A1,US-2015057858-A1
US-2023341044-A1,US-2015367793-A1
US-2023341044-A1,US-9242637-B2
US-2023341044-A1,US-2016146331-A1
US-2023341044-A1,US-2016160713-A1
US-2023341044-A1,US-2017167596-A1
US-2023341044-A1,US-2017219083-A1
US-2023341044-A1,US-2017285062-A1
US-2023341044-A1,US-2017282909-A1
US-2023341044-A1,US-2017299047-A1
US-2023341044-A1,US-10197151-B2
US-2023341044-A1,US-2019081537-A1
US-2023341044-A1,US-2019093755-A1
US-2023341044-A1,US-2019093757-A1
US-2023341044-A1,US-2019120369-A1
US-2023341044-A1,US-2019145509-A1
US-2023341044-A1,US-2019176763-A1
US-2023341044-A1,US-2019186600-A1
US-2023341044-A1,US-2019193550-A1
US-2023341044-A1,US-2019195345-A1
US-2023341044-A1,US-2019195346-A1
US-2023341044-A1,US-2019229582-A1
US-2023341044-A1,US-2019270477-A1
US-2023341044-A1,US-2020130408-A1
US-2023341044-A1,US-2020149622-A1
US-2023341044-A1,US-2020244143-A1
US-2023341044-A1,US-2020240512-A1
US-2023341044-A1,US-2020271194-A1
US-2023341044-A1,US-10766350-B2
US-2023341044-A1,US-2020292055-A1
US-2023341044-A1,US-10787194-B2
US-2023341044-A1,US-2020406740-A1
US-2023341044-A1,US-2021006127-A1
US-2023341044-A1,US-2021006132-A1
US-2023341044-A1,US-2021039491-A1
US-2023341044-A1,US-2021053433-A1
US-2023341044-A1,US-2021095649-A1
US-2023341044-A1,US-2021188099-A1
US-2023341044-A1,US-2021231213-A1
US-2023341044-A1,US-11231103-B2
US-2023341044-A1,US-2022042591-A1
US-2023341044-A1,US-2022090673-A1
US-2023341044-A1,US-2022105790-A1
US-2023341044-A1,US-11434977-B2
US-2023341044-A1,US-2022316581-A1
US-2023341044-A1,US-2022321050-A1
US-2023341044-A1,US-2022316178-A1
US-2023341044-A1,US-2022316583-A1
US-2023341044-A1,US-11473669-B2
US-2023341044-A1,US-2023019830-A1
US-2023341044-A1,US-11588379-B2
US-2023341044-A1,US-11619297-B2
US-2023341044-A1,US-2023103893-A1
US-2023341044-A1,US-11662013-B2
US-2023341044-A1,US-11701956-B2
US-2023341044-A1,US-11725722-B2
US-2023341044-A1,US-11725721-B2
US-2023341044-A1,US-2023261542-A1
US-2023341409-A1,WO-2015184321-A2
US-2023342263-A1,US-2008263293-A1
US-2023342263-A1,US-8364918-B1
US-2023342263-A1,US-2016350214-A1
US-2023342263-A1,US-2021044504-A1
US-2023344728-A1,US-2019018656-A1
US-2023344728-A1,US-2022028108-A1
US-2023349239-A1,US-8136589-B2
US-2023349239-A1,US-8333236-B2
US-2023349239-A1,US-10352110-B2
US-2023349239-A1,US-2020362660-A1
US-2023349858-A1,US-11232938-B2
US-2023349859-A1,US-2016274058-A1
US-2023349859-A1,US-2016274059-A1
US-2023349859-A1,US-2016282305-A1
US-2023349859-A1,US-2016320340-A1
US-2023349859-A1,US-2017003250-A1
US-2023349859-A1,US-2017011899-A1
US-2023349859-A1,US-2017069475-A1
US-2023349859-A1,US-9646813-B2
US-2023349859-A1,US-2017178880-A1
US-2023349859-A1,US-2017276645-A1
US-2023349859-A1,US-2018151339-A1
US-2023349859-A1,US-10090146-B2
US-2023349859-A1,US-2018366313-A1
US-2023349859-A1,US-10586691-B2
US-2023349859-A1,US-10697932-B2
US-2023349859-A1,US-11049709-B2
US-2023349859-A1,US-2023296561-A1
US-2023349859-A1,US-12080534-B2
US-2023350389-A1,US-2022382245-A1
US-2023350389-A1,US-11754999-B1
US-2023352167-A1,US-2013096937-A1
US-2023352167-A1,US-2017323062-A1
US-2023352167-A1,US-2018092595-A1
US-2023352167-A1,US-2018173913-A1
US-2023352167-A1,US-2019362554-A1
US-2023352167-A1,US-2020320365-A1
US-2023352167-A1,US-2021183507-A1
US-2023352167-A1,WO-2021180442-A1
US-2023352167-A1,
US-2023353652-A1,US-2004255137-A1
US-2023353652-A1,US-2010093434-A1
US-2023353652-A1,US-2013339857-A1
US-2023353652-A1,US-2014278860-A1
US-2023353652-A1,US-8882582-B2
US-2023353652-A1,US-2016261979-A1
US-2023353652-A1,US-2018189289-A1
US-2023353652-A1,US-2023106416-A1
US-2023357220-A1,
US-2023357958-A1,JP-S62282012-A
US-2023357958-A1,EP-3282043-A1
US-2023357958-A1,
US-2023360128-A1,CN-104182879-A
US-2023360128-A1,US-2015081537-A1
US-2023360128-A1,
US-2023360357-A1,US-2019130220-A1
US-2023360357-A1,US-2020134425-A1
US-2023360662-A1,US-8712076-B2
US-2023360662-A1,US-9173025-B2
US-2023360662-A1,US-2016027447-A1
US-2023360662-A1,US-11653153-B2
US-2023362184-A1,US-2023336586-A1
US-2023362184-A1,
US-2023362290-A1,US-9419669-B2
US-2023362290-A1,US-2016373152-A1
US-2023362290-A1,US-2018147761-A1
US-2023362290-A1,US-2018332939-A1
US-2023362290-A1,US-10441044-B2
US-2023362290-A1,US-2021056559-A1
US-2023362290-A1,US-2022140852-A1
US-2023362290-A1,CN-218352539-U
US-2023362290-A1,CN-218603504-U
US-2023362290-A1,US-11710988-B2
US-2023362290-A1,US-11973528-B2
US-2023362290-A1,US-12005656-B2
US-2023362290-A1,US-12184322-B2
US-2023362290-A1,
US-2023363645-A1,US-2005148842-A1
US-2023363645-A1,US-2005154277-A1
US-2023363645-A1,US-2018214062-A1
US-2023363645-A1,US-2018214057-A1
US-2023364154-A1,
US-2023367608-A1,US-2003093528-A1
US-2023367608-A1,US-2012102369-A1
US-2023367608-A1,US-2012215779-A1
US-2023367608-A1,US-2013225122-A1
US-2023367608-A1,US-8707254-B2
US-2023367608-A1,US-2015229715-A1
US-2023367608-A1,US-9712411-B2
US-2023367608-A1,US-2017366624-A1
US-2023367608-A1,US-2018314750-A1
US-2023367608-A1,US-2018349419-A1
US-2023367608-A1,US-2019361988-A1
US-2023367608-A1,US-2020052979-A1
US-2023367608-A1,US-2021034641-A1
US-2023367608-A1,US-11032160-B1
US-2023367608-A1,US-2022129419-A1
US-2023370252-A1,US-6959394-B1
US-2023370252-A1,US-2013073388-A1
US-2023370252-A1,US-2014089196-A1
US-2023370252-A1,US-2014379521-A1
US-2023370252-A1,US-10380380-B1
US-2023370252-A1,US-2019342096-A1
US-2023370252-A1,US-2020186349-A1
US-2023370252-A1,US-2021090126-A1
US-2023370252-A1,US-2021119801-A1
US-2023370252-A1,US-2022005072-A1
US-2023376416-A1,US-2018183580-A1
US-2023376416-A1,
US-2023376886-A1,US-2011307282-A1
US-2023376886-A1,US-2016300185-A1
US-2023376886-A1,US-2019164126-A1
US-2023376886-A1,US-10701067-B1
US-2023376886-A1,US-2021082271-A1
US-2023376886-A1,US-2021365865-A1
US-2023376886-A1,US-2022180310-A1
US-2023376886-A1,
US-2023378852-A1,US-2010072864-A1
US-2023378852-A1,US-2015224884-A1
US-2023378852-A1,US-2015333600-A1
US-2023378852-A1,US-2019252950-A1
US-2023378852-A1,US-2022345008-A1
US-2023379097-A1,US-2019313386-A1
US-2023379097-A1,US-2020008225-A1
US-2023379097-A1,US-10820269-B2
US-2023379097-A1,US-2021045159-A1
US-2023379097-A1,US-2021153237-A1
US-2023379097-A1,US-2021160879-A1
US-2023379097-A1,US-2021219329-A1
US-2023379097-A1,US-2021227570-A1
US-2023379097-A1,US-2021258104-A1
US-2023379097-A1,US-2021377985-A1
US-2023379097-A1,US-2022029733-A1
US-2023379097-A1,US-2022078881-A1
US-2023379097-A1,US-2022095337-A1
US-2023379097-A1,US-2022109529-A1
US-2023379097-A1,US-2022217715-A1
US-2023379097-A1,US-2022232564-A1
US-2023379097-A1,US-2022255673-A1
US-2023379097-A1,US-2022322327-A1
US-2023379097-A1,US-2022376844-A1
US-2023379097-A1,US-2023239869-A1
US-2023379097-A1,US-2023269778-A1
US-2023379097-A1,US-2023319822-A1
US-2023379097-A1,US-2023328728-A1
US-2023379097-A1,US-2024008123-A1
US-2023379097-A1,US-12199778-B2
US-2023379097-A1,US-12309769-B2
US-2023379097-A1,US-12568485-B2
US-2023379097-A1,
US-2023379108-A1,US-2021051668-A1
US-2023379108-A1,US-2022173848-A1
US-2023379108-A1,US-2022264561-A1
US-2023379108-A1,US-2022287054-A1
US-2023379108-A1,US-2022330043-A1
US-2023379108-A1,US-2023007675-A1
US-2023379108-A1,US-2023024375-A1
US-2023379108-A1,
US-2023385154-A1,US-7885923-B1
US-2023385154-A1,US-2014229694-A1
US-2023385154-A1,US-2018260125-A1
US-2023385154-A1,US-2020174692-A1
US-2023385154-A1,US-2024275814-A1
US-2023385154-A1,US-2024320102-A1
US-2023386481-A1,US-2008312915-A1
US-2023386481-A1,US-2009076830-A1
US-2023386481-A1,US-2009083043-A1
US-2023386481-A1,US-2009099670-A1
US-2023386481-A1,US-2009182563-A1
US-2023386481-A1,US-2009313027-A1
US-2023386481-A1,US-2010020886-A1
US-2023386481-A1,US-2010021004-A1
US-2023386481-A1,US-2010023323-A1
US-2023386481-A1,US-2010094639-A1
US-2023386481-A1,US-2010111355-A1
US-2023386481-A1,US-2010223061-A1
US-2023386481-A1,US-2010286991-A1
US-2023386481-A1,US-2011039506-A1
US-2023386481-A1,US-2011099019-A1
US-2023386481-A1,US-2011106540-A1
US-2023386481-A1,US-7991611-B2
US-2023386481-A1,US-8015000-B2
US-2023386481-A1,US-8019598-B2
US-2023386481-A1,US-2011224991-A1
US-2023386481-A1,US-2011224994-A1
US-2023386481-A1,US-2011257978-A1
US-2023386481-A1,US-8069034-B2
US-2023386481-A1,US-2011320213-A1
